,message,label
3177,"Itâ€˜s reassuring, in this crazy world.",ham
3178,What time you coming down later? ,ham
3179,Lol alright i was thinkin that too haha,ham
3180,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,spam
3181,On ma way to school. Can you pls send me ashley's number,ham
3182,Remember on that day..,ham
3183,Neshanth..tel me who r u?,ham
3184,"K I'll head out in a few mins, see you there",ham
3185,Aiyo please Ã¼ got time meh.,ham
3186,I cant pick the phone right now. Pls send a message,ham
3187,Are you this much buzy,ham
3188,Have you had a good day? Mine was really busy are you up to much tomorrow night?,ham
3189,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Â£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",spam
3190,Kothi print out marandratha.,ham
3191,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,ham
3192,Were trying to find a Chinese food place around here,ham
3193,"Yeah I should be able to, I'll text you when I'm ready to meet up",ham
3194,A guy who gets used but is too dumb to realize it.,ham
3195,You'd like that wouldn't you? Jerk!,ham
3196,It is a good thing I'm now getting the connection to bw,ham
3197,If you're not in my car in an hour and a half I'm going apeshit,ham
3198,"K, want us to come by now?",ham
3199,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
3200,So how's the weather over there?,ham
3201,ILL B DOWN SOON,ham
3202,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,ham
3203,How much for an eighth?,ham
3204,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,ham
3205,Same. Wana plan a trip sometme then,ham
3206,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham
3207,I'm at home. Please call,ham
3208,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,spam
3209,No let me do the math. Your not good at it.,ham
3210,You will be in the place of that man,ham
3211,But we havent got da topic yet rite?,ham
3212,S:-)kallis wont play in first two odi:-),ham
3213,"That day Ã¼ say Ã¼ cut ur hair at paragon, is it called hair sense? Do Ã¼ noe how much is a hair cut? ",ham
3214,How much u trying to get?,ham
3215,"URGENT! You have won a 1 week FREE membership in our Â£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
3216,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
3217,He needs to stop going to bed and make with the fucking dealing,ham
3218,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham
3219,There is a first time for everything :),ham
3220,See the forwarding message for proof,ham
3221,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
3222,We currently have a message awaiting your collection. To collect your message just call 08718723815.,spam
3223,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham
3224,Ãœ still got lessons?  Ãœ in sch?,ham
3225,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,spam
3226,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",ham
3227,Sent me ur email id soon,ham
3228,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Â£1.50pm approx 3mins,spam
3229,"I prefer my free days... Tues, wed, fri oso can... Ãœ ask those workin lor...",ham
3230,Not course. Only maths one day one chapter with in one month we can finish.,ham
3231,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
3232,what is your account number?,ham
3233,"""Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx""",ham
3234,Then mum's repent how?,ham
3235,Just sleeping..and surfing,ham
3236,Oh k. . I will come tomorrow,ham
3237,i felt so...not any conveying reason.. Ese he... What about me?,ham
3238,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,ham
3239,Ok then no need to tell me anything i am going to sleep good night,ham
3240,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam
3241,R u in this continent?,ham
3242,You are a winner U have been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
3243,Yes i thought so. Thanks.,ham
3244,How dare you change my ring,ham
3245,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
3246,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
3247,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
3248,Wish i were with you now!,ham
3249,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham
3250,I cant wait to see you! How were the photos were useful? :),ham
3251,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,ham
3252,Then u go back urself lor...,ham
3253,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,ham
3254,"K, wait chikku..il send aftr  &lt;#&gt; mins",ham
3255,Hey i've booked the 2 lessons on sun liao...,ham
3256,Just sleeping..and surfing,ham
3257,Ok,ham
3258,URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam
3259,Hey company elama po mudyadhu.,ham
3260,Booked ticket for pongal?,ham
3261,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",ham
3262,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham
3263,Well I'm going to be an aunty!,ham
3264,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",ham
3265,"URGENT! Your Mobile No. was awarded Â£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam
3266,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam
3267,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,ham
3268,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham
3269,Still i have not checked it da. . .,ham
3270,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam
3271,"URGENT!: Your Mobile No. was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam
3272,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam
3273,I see the letter B on my car,ham
3274,By monday next week. Give me the full gist,ham
3275,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
3276,i want to grasp your pretty booty :),ham
3277,You all ready for * big day tomorrow?,ham
3278,Huh so early.. Then Ã¼ having dinner outside izzit?,ham
3279,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
3280,"""Are you comingdown later?""",ham
3281,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
3282,What???? Hello wats talks email address?,ham
3283,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam
3284,Can you say what happen,ham
3285,Did u got that persons story,ham
3286,Unless it's a situation where YOU GO GURL would be more appropriate,ham
3287,K:)eng rocking in ashes:),ham
3288,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
3289,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",ham
3290,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam
3291,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",ham
3292,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,ham
3293,Actually I decided I was too hungry so I haven't left yet :V,ham
3294,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Â£1.50 SP:Tyrone,spam
3295,FROM 88066 LOST Â£12 HELP,spam
3296,Yeah I don't see why not,ham
3297,When Ã¼ login dat time... Dad fetching Ã¼ home now?,ham
3298,This phone has the weirdest auto correct.,ham
3299,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,ham
3300,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam
3301,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,ham
3302,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,ham
3303,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham
3304,Are you driving or training?,ham
3305,I'm really not up to it still tonight babe,ham
3306,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
3307,This pain couldn't have come at a worse time.,ham
3308,"Carlos took a while (again), we leave in a minute",ham
3309,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam
3310,"sry can't talk on phone, with parents",ham
3311,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
3312,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham
3313,No objection. My bf not coming.,ham
3314,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",spam
3315,Huh but i cant go 2 ur house empty handed right?,ham
3316,I will come tomorrow di,ham
3317,Pls send me your address sir.,ham
3318,U guys never invite me anywhere :(,ham
3319,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam
3320,I'm at home n ready...,ham
3321,Same as kallis dismissial in 2nd test:-).,ham
3322,Yup ok...,ham
3323,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,ham
3324,If you r @ home then come down within 5 min,ham
3325,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,spam
3326,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",ham
3327,Dunno lei shd b driving lor cos i go sch 1 hr oni.,ham
3328,Jay is snickering and tells me that x is totally fucking up the chords as we speak,ham
3329,I know you mood off today,ham
3330,"I'm in a meeting, call me later at",ham
3331,"Jay told me already, will do",ham
3332,"Sorry my roommates took forever, it ok if I come by now?",ham
3333,The basket's gettin full so I might be by tonight,ham
3334,Now project pa. After that only i can come.,ham
3335,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham
3336,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",ham
3337,Am okay. Will soon be over. All the best,ham
3338,88800 and 89034 are premium phone services call 08718711108,spam
3339,ok. I am a gentleman and will treat you with dignity and respect.,ham
3340,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ham
3341,Thanx...,ham
3342,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam
3343,Or i go home first lar Ã¼ wait 4 me lor.. I put down my stuff first..,ham
3344,Already am squatting is the new way of walking,ham
3345,Call me when u're done...,ham
3346,Your right! I'll make the appointment right now.,ham
3347,"K, wat s tht incident?",ham
3348,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham
3349,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,ham
3350,Also maaaan are you missing out,ham
3351,Haha... can... But i'm having dinner with my cousin...,ham
3352,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,ham
3353,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
3354,Prabha..i'm soryda..realy..frm heart i'm sory,ham
3355,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham
3356,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,ham
3357,Dai  &lt;#&gt;  naal eruku.,ham
3358,Never y lei... I v lazy... Got wat? Dat day Ã¼ send me da url cant work one...,ham
3359,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",spam
3360,Hi.:)technical support.providing assistance to us customer through call and email:),ham
3361,Where are you?when wil you reach here?,ham
3362,Oh... Kay... On sat right?,ham
3363,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham
3364,On the way to office da..,ham
3365,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
3366,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just Â£5 by replying GET BBDELUXE and take the challenge,spam
3367,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,ham
3368,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham
3369,Bbq this sat at mine from 6ish. Ur welcome 2 come,ham
3370,I will reach before ten morning,ham
3371,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,ham
3372,When did i use soc... I use it only at home... Ãœ dunno how 2 type it in word ar...,ham
3373,Hi. I'm always online on yahoo and would like to chat with you someday,ham
3374,No i am not having not any movies in my laptop,ham
3375,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,ham
3376,"Lol you forgot it eh ? Yes, I'll bring it in babe",ham
3377,Customer place i will call you.,ham
3378,Ok lor Ã¼ reaching then message me.,ham
3379,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,ham
3380,I was gonna ask you lol but i think its at 7,ham
3381,Why did I wake up on my own &gt;:(,ham
3382,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,ham
3383,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham
3384,"I'm not coming over, do whatever you want",ham
3385,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham
3386,"Excellent, I'll see what riley's plans are",ham
3387,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
3388,"Fair enough, anything going on?",ham
3389,I want to go to perumbavoor,ham
3390,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham
3391,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
3392,Can u look 4 me in da lib i got stuff havent finish yet.,ham
3393,I.ll hand her my phone to chat wit u,ham
3394,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam
3395,"Dear, take care. I am just reaching home.love u a lot.",ham
3396,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,spam
3397,Hey tmr meet at bugis 930 ?,ham
3398,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham
3399,Cab is available.they pick up and drop at door steps.,ham
3400,So gd got free ice cream... I oso wan...,ham
3401,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,ham
3402,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",ham
3403,Need a coffee run tomo?Can't believe it's that time of week already,ham
3404,Its going good...no problem..but still need little experience to understand american customer voice...,ham
3405,network operator. The service is free. For T & C's visit 80488.biz,spam
3406,I can ask around but there's not a lot in terms of mids up here,ham
3407,I sent them. Do you like?,ham
3408,It vl bcum more difficult..,ham
3409,You unbelievable faglord,ham
3410,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,ham
3411,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham
3412,Y lei?,ham
3413,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam
3414,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham
3415,"see you then, we're all christmassy here!",ham
3416,Da is good good player.why he is unsold.,ham
3417,Hey... Very inconvenient for your sis a not huh?,ham
3418,All sounds good. Fingers . Makes it difficult to type,ham
3419,Otherwise had part time job na-tuition..,ham
3420,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
3421,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
3422,Sure! I am driving but will reach my destination soon.,ham
3423,"Yo, you at jp and hungry like a mofo?",ham
3424,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,spam
3425,"Could you not read me, my Love ? I answered you",ham
3426,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham
3427,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",ham
3428,Kay... Since we are out already ,ham
3429,I dont know exactly could you ask chechi.,ham
3430,Ard 6 like dat lor.,ham
3431,Marvel Mobile Play the official Ultimate Spider-man game (Â£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam
3432,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
3433,"Better than bb. If he wont use it, his wife will or them doctor",ham
3434,I like to talk pa but am not able to. I dont know y.,ham
3435,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ham
3436,"Great. I'm in church now, will holla when i get out",ham
3437,"Me also da, i feel yesterday night  wait til 2day night dear.",ham
3438,Ok I'm gonna head up to usf in like fifteen minutes,ham
3439,Hi da:)how is the todays class?,ham
3440,Sorry i missed your call. Can you please call back.,ham
3441,Are you wet right now?,ham
3442,Great. Have a safe trip. Dont panic surrender all.,ham
3443,Adult 18 Content Your video will be with you shortly,spam
3444,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
3445,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham
3446,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,ham
3447,How long does it take to get it.,ham
3448,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,ham
3449,K da:)how many page you want?,ham
3450,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",ham
3451,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham
3452,R Ã¼ going 4 today's meeting?,ham
3453,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ham
3454,I am going to sao mu today. Will be done only at 12 ,ham
3455,Its a great day. Do have yourself a beautiful one.,ham
3456,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",ham
3457,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham
3458,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50,spam
3459,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
3460,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",ham
3461,I'm meeting Darren...,ham
3462,But really quite funny lor wat... Then u shd haf run shorter distance wat...,ham
3463,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam
3464,I'm done. C Ã¼ there.,ham
3465,"K, text me when you're on the way",ham
3466,It's ok lar. U sleep early too... Nite...,ham
3467,What pa tell me.. I went to bath:-),ham
3468,Oh ok no prob..,ham
3469,K...k...when will you give treat?,ham
3470,"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
3471,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham
3472,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,ham
3473,Dont show yourself. How far. Put new pictures up on facebook.,ham
3474,Up to Ã¼... Ãœ wan come then come lor... But i din c any stripes skirt...,ham
3475,Nope i waiting in sch 4 daddy... ,ham
3476,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
3477,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",ham
3478,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",ham
3479,Ãœ all write or wat..,ham
3480,Thanks love. But am i doing torch or bold.,ham
3481,Is it your yahoo boys that bring in the perf? Or legal.,ham
3482,"Ok, be careful ! Don't text and drive !",ham
3483,"Alright, see you in a bit",ham
3484,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham
3485,"complimentary 4 STAR Ibiza Holiday or Â£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",spam
3486,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham
3487,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
3488,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",ham
3489,Onum ela pa. Normal than.,ham
3490,"Nope. Since ayo travelled, he has forgotten his guy",ham
3491,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham
3492,May b approve panalam...but it should have more posts..,ham
3493,Lol I would but despite these cramps I like being a girl.,ham
3494,85233 FREE>Ringtone!Reply REAL,spam
3495,Guai... Ãœ shd haf seen him when he's naughty... Ãœ so free today? Can go jogging...,ham
3496,Leave it. U will always be ignorant.,ham
3497,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham
3498,Congratulations YOU'VE Won. You're a Winner in our August Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam
3499,"Damn, can you make it tonight or do you want to just wait til tomorrow",ham
3500,Me too baby! I promise to treat you well! I bet you will take good care of me...,ham
3501,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham
3502,Aight sorry I take ten years to shower. What's the plan?,ham
3503,R u here yet? I'm wearing blue shirt n black pants.,ham
3504,Are you still playing with gautham?,ham
3505,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham
3506,Ok lor.,ham
3507,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
3508,Huh so fast... Dat means u havent finished painting?,ham
3509,Yup having my lunch buffet now.. U eat already?,ham
3510,Ok i msg u b4 i leave my house.,ham
3511,Wat time Ã¼ wan today?,ham
3512,Ãœ say until like dat i dun buy ericsson oso cannot oredi lar...,ham
3513,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham
3514,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
3515,He remains a bro amongst bros,ham
3516,Any way where are you and what doing.,ham
3517,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam
3518,3 pa but not selected.,ham
3519,Mm have some kanji dont eat anything heavy ok,ham
3520,Dude got a haircut. Now its breezy up there,ham
3521,"Doing nothing, then u not having dinner w us?",ham
3522,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..",ham
3523,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec Â£1.50ea. OTBox 731 LA1 7WS. )",spam
3524,Have you finished work yet? :),ham
3525,Have you seen who's back at Holby?!,ham
3526,Do you want bold 2 or bb torch,ham
3527,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,ham
3528,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,ham
3529,Apo all other are mokka players only,ham
3530,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,ham
3531,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam
3532,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham
3533,"our mobile number has won Â£5000, to claim calls us back or ring the claims hot line on 09050005321.",spam
3534,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
3535,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
